U,V
0.3553875236294896,0.6001890359168242
0.48015122873345933,0.6238185255198487
0.6068052930056711,0.4820415879017013
0.23251417769376181,0.6975425330812854
0.2627599243856333,0.8582230623818525
0.5283553875236295,0.5803402646502835
0.4045368620037807,0.8109640831758034
0.41965973534971646,0.7362948960302458
0.5406427221172023,0.9565217391304348
0.3629489603024575,0.7438563327032136
0.5482041587901701,0.5245746691871456
0.7514177693761814,0.7589792060491494
0.4555765595463138,0.6597353497164461
0.28733459357277885,0.994328922495274
0.6068052930056711,0.4215500945179584
0.4045368620037807,0.8525519848771267
0.5775047258979206,0.9092627599243857
0.6153119092627599,0.8790170132325141
0.7315689981096408,0.9886578449905482
0.5661625708884688,0.718336483931947
0.6805293005671077,0.9357277882797732
0.8402646502835539,0.5765595463137996
0.6871455576559546,0.8686200378071833
0.7155009451795841,0.5689981096408318
0.8128544423440454,0.8714555765595463
0.7996219281663516,0.6880907372400756
0.6483931947069943,0.780718336483932
0.6918714555765595,0.2277882797731569
0.34593572778827975,0.7003780718336484
0.39697542533081287,0.6937618147448015
0.21928166351606806,0.8544423440453687
0.4045368620037807,0.8355387523629489
0.7391304347826086,0.4763705103969754
0.41965973534971646,0.9319470699432892
0.43194706994328924,0.5396975425330813
0.3506616257088847,0.725897920604915
0.4914933837429111,0.45935727788279773
0.5340264650283554,0.5
0.3799621928166352,0.43005671077504726
0.30151228733459357,0.5274102079395085
0.500945179584121,0.9754253308128544
0.6427221172022685,0.943289224952741
0.5945179584120983,0.39792060491493386
0.665406427221172,0.8960302457466919
0.5283553875236295,0.611531190926276
0.33553875236294894,0.8865784499054821
0.500945179584121,0.832703213610586
0.5283553875236295,0.7722117202268431
0.4555765595463138,0.8223062381852552
0.30623818525519847,0.7948960302457467
0.6153119092627599,0.7863894139886578
0.31190926275992437,0.6379962192816635
0.32892249527410206,0.7126654064272212
0.5822306238185255,0.7069943289224953
0.4120982986767486,0.35255198487712663
0.5406427221172023,0.9688090737240076
0.389413988657845,0.8620037807183365
0.2939508506616257,0.7996219281663516
0.31947069943289225,0.4659735349716446
0.389413988657845,0.9187145557655955
0.7268431001890359,0.503780718336484
0.5406427221172023,0.9792060491493384
0.6587901701323251,0.9206049149338374
0.7448015122873346,0.4886578449905482
0.7155009451795841,0.9716446124763705
0.6521739130434783,0.998109640831758
0.6521739130434783,0.8998109640831758
0.7155009451795841,0.9810964083175804
0.8260869565217391,0.8752362948960303
0.8468809073724007,0.6465028355387523
0.4725897920604915,0.4102079395085066
0.6937618147448015,0.20793950850661624
0.24196597353497165,0.6068052930056711
0.28733459357277885,0.40831758034026466
0.2523629489603025,0.5916824196597353
0.2599243856332703,0.6313799621928167
0.4555765595463138,0.7542533081285444
0.276937618147448,0.9017013232514177
0.2939508506616257,0.30623818525519847
0.19187145557655955,0.8931947069943289
0.19848771266540643,0.34026465028355385
0.14933837429111532,0.4659735349716446
0.6068052930056711,0.4158790170132325
0.24574669187145556,0.18714555765595464
0.44896030245746693,0.44801512287334594
0.32892249527410206,0.8686200378071833
0.4962192816635161,0.3270321361058601
0.5482041587901701,0.4914933837429111
0.20415879017013233,0.7722117202268431
0.3799621928166352,0.7438563327032136
0.2523629489603025,0.9848771266540642
0.34593572778827975,0.3610586011342155
0.3714555765595463,0.4621928166351607
0.4555765595463138,0.31568998109640833
0.43194706994328924,0.3714555765595463
0.4867674858223062,0.2712665406427221
0.2391304347826087,0.8601134215500945
0.4867674858223062,0.5519848771266541
0.44328922495274103,0.6285444234404537
0.3714555765595463,0.7051039697542533
0.43194706994328924,0.7882797731568998
0.332703213610586,0.35255198487712663
0.32419659735349715,0.8147448015122873
0.3629489603024575,0.5860113421550095
0.556710775047259,0.24763705103969755
0.31474480151228734,0.8771266540642723
0.6266540642722117,0.503780718336484
0.46313799621928164,0.5245746691871456
0.5661625708884688,0.31758034026465026
0.5132325141776938,0.9073724007561437
0.6342155009451795,0.7107750472589792
0.6153119092627599,0.6578449905482041
0.7485822306238186,0.5368620037807184
0.8024574669187146,0.32325141776937616
0.12948960302457466,0.277882797731569
0.6871455576559546,0.1001890359168242
0.017958412098298678,0.46880907372400754
0.12003780718336483,0.5141776937618148
0.09168241965973535,0.2523629489603025
0.05860113421550094,0.19659735349716445
0.30151228733459357,0.1786389413988658
0.017958412098298678,0.2523629489603025
0.06805293005671077,0.166351606805293
0.07277882797731569,0.30245746691871456
0.14272211720226843,0.30434782608695654
0.15311909262759923,0.2599243856332703
0.21172022684310018,0.8412098298676749
0.1342155009451796,0.33175803402646503
0.11720226843100189,0.6937618147448015
0.07655954631379962,0.6644612476370511
0.21455576559546313,0.31096408317580343
0.44328922495274103,0.6786389413988658
0.2060491493383743,0.7542533081285444
0.21928166351606806,0.8393194706994329
0.06521739130434782,0.889413988657845
0.22306238185255198,0.3005671077504726
0.054820415879017016,0.8827977315689981
0.23251417769376181,0.30812854442344045
0.1389413988657845,0.8657844990548205
0.31947069943289225,0.6880907372400756
0.18052930056710775,0.5113421550094518
0.1890359168241966,0.5595463137996219
0.12003780718336483,0.19848771266540643
0.2674858223062382,0.5519848771266541
0.2674858223062382,0.9650283553875236
0.2599243856332703,0.4763705103969754
0.3629489603024575,0.3629489603024575
0.19848771266540643,0.9111531190926276
0.34026465028355385,0.40359168241965976
0.389413988657845,0.7145557655954632
0.39697542533081287,0.9168241965973535
0.276937618147448,0.8298676748582231
0.30434782608695654,0.8034026465028355
0.44896030245746693,0.996219281663516
0.20793950850661624,0.9054820415879017
0.22684310018903592,0.6342155009451795
0.5718336483931947,0.4064272211720227
0.5406427221172023,0.8563327032136105
